File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF087FYK	bed narrowPeak	peaks	ENCSR820DQJ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOL12-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF026OKT, ENCFF722JFH	912085	Gene Yeo, UCSD	8084bf4974ba62f3b4bcbd0d228592a5		https://www.encodeproject.org/files/ENCFF087FYK/@@download/ENCFF087FYK.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/06c66a3d-6967-4e40-8a4e-8fcc82db0a65/ENCFF087FYK.bed.gz				
ENCFF506LVL	bed narrowPeak	peaks	ENCSR820DQJ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NOL12-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF026OKT, ENCFF134IIH	529851	Gene Yeo, UCSD	e43cc9fad730fe3c6fd2c424617f2e16		https://www.encodeproject.org/files/ENCFF506LVL/@@download/ENCFF506LVL.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/cdab1862-1035-4efe-87ca-04ce7b673500/ENCFF506LVL.bed.gz				
ENCFF080PGT	bed narrowPeak	peaks	ENCSR830BSQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										BUD13-human	RNA		see document	see document	ultraviolet irradiation	True	2015-12-15	ENCODE				1, 2							ENCFF094VWE, ENCFF364QPG, ENCFF592BEM, ENCFF624JXG, ENCFF929ITC	98115	Gene Yeo, UCSD	9786f4ea5df4ede00a1b8810eaf2b700		https://www.encodeproject.org/files/ENCFF080PGT/@@download/ENCFF080PGT.bed.gz	hg19				released	s3://encode-public/2018/06/08/4dfb453e-7003-43ff-bb9e-37f42879972b/ENCFF080PGT.bed.gz				
ENCFF011NAP	bed narrowPeak	peaks	ENCSR830BSQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										BUD13-human	RNA		see document	see document	ultraviolet irradiation	True	2015-12-15	ENCODE				1, 2							ENCFF399DJZ, ENCFF536HGU, ENCFF644DWW, ENCFF785FUO, ENCFF977BAJ	99084	Gene Yeo, UCSD	72fabc79091e82e38d9cac49a60322f2		https://www.encodeproject.org/files/ENCFF011NAP/@@download/ENCFF011NAP.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/dd5b6556-5a90-493d-beaa-60ae01be3012/ENCFF011NAP.bed.gz				
ENCFF364QPG	bed narrowPeak	peaks	ENCSR830BSQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										BUD13-human	RNA		see document	see document	ultraviolet irradiation	True	2015-12-15	ENCODE				1	1						ENCFF592BEM, ENCFF624JXG	2175764	Gene Yeo, UCSD	51ffa6650e9bab0f3eb94576e931b0ba		https://www.encodeproject.org/files/ENCFF364QPG/@@download/ENCFF364QPG.bed.gz	hg19				released	s3://encode-public/2016/11/30/b1c6639f-2fbd-453d-9982-12a12e2cebca/ENCFF364QPG.bed.gz				
ENCFF929ITC	bed narrowPeak	peaks	ENCSR830BSQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										BUD13-human	RNA		see document	see document	ultraviolet irradiation	True	2015-12-15	ENCODE				2	1						ENCFF094VWE, ENCFF624JXG	2238986	Gene Yeo, UCSD	d04063ed310321d1b9c53ef2e60033b8		https://www.encodeproject.org/files/ENCFF929ITC/@@download/ENCFF929ITC.bed.gz	hg19				released	s3://encode-public/2016/11/30/4fbd6777-934e-4e4b-bc7d-a4ada8b62ab1/ENCFF929ITC.bed.gz				
ENCFF399DJZ	bed narrowPeak	peaks	ENCSR830BSQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										BUD13-human	RNA		see document	see document	ultraviolet irradiation	True	2015-12-15	ENCODE				1	1						ENCFF536HGU, ENCFF977BAJ	2157917	Gene Yeo, UCSD	f73b16b9a2c13e70289ddb25ff0d07af		https://www.encodeproject.org/files/ENCFF399DJZ/@@download/ENCFF399DJZ.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/74b24205-b089-4da4-af51-cf8326c33025/ENCFF399DJZ.bed.gz				
ENCFF785FUO	bed narrowPeak	peaks	ENCSR830BSQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										BUD13-human	RNA		see document	see document	ultraviolet irradiation	True	2015-12-15	ENCODE				2	1						ENCFF644DWW, ENCFF977BAJ	2243333	Gene Yeo, UCSD	557cac0ace0ff112d02bfacea6d5a7e8		https://www.encodeproject.org/files/ENCFF785FUO/@@download/ENCFF785FUO.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/79054395-ee9c-478b-9fb2-dd8a8ace978c/ENCFF785FUO.bed.gz				
ENCFF101EKG	bed narrowPeak	peaks	ENCSR061EVO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SND1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF054ZXE, ENCFF174TXM, ENCFF543YCY, ENCFF749TYO, ENCFF827JFL	169176	Gene Yeo, UCSD	b9d96e7c524f3116e2e1a77f1df8af56		https://www.encodeproject.org/files/ENCFF101EKG/@@download/ENCFF101EKG.bed.gz	hg19				released	s3://encode-public/2018/06/08/3dc3d88d-66e6-425c-a9f5-cff60591d79e/ENCFF101EKG.bed.gz				
ENCFF609LWQ	bed narrowPeak	peaks	ENCSR061EVO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SND1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF296HGS, ENCFF471JAQ, ENCFF655NIG, ENCFF761CYV, ENCFF774RKG	171827	Gene Yeo, UCSD	6cc103dd09fce7818fd2c194076f8474		https://www.encodeproject.org/files/ENCFF609LWQ/@@download/ENCFF609LWQ.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/efd96249-3a00-467a-a8e7-a0eef92c3385/ENCFF609LWQ.bed.gz				
ENCFF054ZXE	bed narrowPeak	peaks	ENCSR061EVO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SND1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF543YCY, ENCFF827JFL	1100141	Gene Yeo, UCSD	19a2efe90664966b72036a2ca132d66c		https://www.encodeproject.org/files/ENCFF054ZXE/@@download/ENCFF054ZXE.bed.gz	hg19				released	s3://encode-public/2016/11/30/93d3ad2e-9d6a-4b51-947c-b6d928d664a4/ENCFF054ZXE.bed.gz				
ENCFF749TYO	bed narrowPeak	peaks	ENCSR061EVO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SND1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF174TXM, ENCFF543YCY	926256	Gene Yeo, UCSD	747f82f460623ab5873ccdacf196c180		https://www.encodeproject.org/files/ENCFF749TYO/@@download/ENCFF749TYO.bed.gz	hg19				released	s3://encode-public/2016/11/30/b4d884db-fed8-4e91-bfac-0fcfd7e167fc/ENCFF749TYO.bed.gz				
ENCFF471JAQ	bed narrowPeak	peaks	ENCSR061EVO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SND1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF296HGS, ENCFF774RKG	1110760	Gene Yeo, UCSD	da6f444194f3d48131294ba010a0483a		https://www.encodeproject.org/files/ENCFF471JAQ/@@download/ENCFF471JAQ.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/638ba2b2-4a66-492b-b73e-3d332a69eb8d/ENCFF471JAQ.bed.gz				
ENCFF761CYV	bed narrowPeak	peaks	ENCSR061EVO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SND1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF655NIG, ENCFF774RKG	939053	Gene Yeo, UCSD	c501e790f6565ecf4e6d7240e836ebcd		https://www.encodeproject.org/files/ENCFF761CYV/@@download/ENCFF761CYV.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/f99b9242-41a0-4c59-a27c-aa560ae1e84a/ENCFF761CYV.bed.gz				
ENCFF717EQF	bed narrowPeak	peaks	ENCSR655NZA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRN2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF260PAC, ENCFF307RJJ, ENCFF723GEY, ENCFF845EBP, ENCFF944KMN	36636	Gene Yeo, UCSD	2dc73bf4785187338fc29dc5ccbf5d48		https://www.encodeproject.org/files/ENCFF717EQF/@@download/ENCFF717EQF.bed.gz	hg19				released	s3://encode-public/2018/06/08/c8ec9715-afc3-403b-9ec8-fc5e86dd1004/ENCFF717EQF.bed.gz				
ENCFF321HPH	bed narrowPeak	peaks	ENCSR655NZA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRN2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF492OPF, ENCFF561NXC, ENCFF584DZW, ENCFF689OKB, ENCFF963GMC	35365	Gene Yeo, UCSD	5d68dbcd8dbfec7c7cc5e64e2fad29da		https://www.encodeproject.org/files/ENCFF321HPH/@@download/ENCFF321HPH.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/8f6ed43d-156f-4fa5-910c-080294f7e40a/ENCFF321HPH.bed.gz				
ENCFF845EBP	bed narrowPeak	peaks	ENCSR655NZA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRN2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF307RJJ, ENCFF723GEY	1261290	Gene Yeo, UCSD	d1f7503a26a372e14b06c815ea01224f		https://www.encodeproject.org/files/ENCFF845EBP/@@download/ENCFF845EBP.bed.gz	hg19				released	s3://encode-public/2016/11/30/4eb7d985-59f4-4c27-ab6b-cb639be6a81b/ENCFF845EBP.bed.gz				
ENCFF944KMN	bed narrowPeak	peaks	ENCSR655NZA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRN2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF260PAC, ENCFF723GEY	3458821	Gene Yeo, UCSD	0f625489da0698a5b76d823fbdb9055b		https://www.encodeproject.org/files/ENCFF944KMN/@@download/ENCFF944KMN.bed.gz	hg19				released	s3://encode-public/2016/11/30/f792fcb6-9843-43ae-8f5f-71f8ab61879b/ENCFF944KMN.bed.gz				
ENCFF963GMC	bed narrowPeak	peaks	ENCSR655NZA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRN2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF561NXC, ENCFF584DZW	1250224	Gene Yeo, UCSD	75119022b10b835bd1c1d06df37b3c31		https://www.encodeproject.org/files/ENCFF963GMC/@@download/ENCFF963GMC.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/6bf743da-1999-46af-b391-248b6afb628c/ENCFF963GMC.bed.gz				
ENCFF492OPF	bed narrowPeak	peaks	ENCSR655NZA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										XRN2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF561NXC, ENCFF689OKB	3423203	Gene Yeo, UCSD	ab8e04d58181786b601557bc3a91f965		https://www.encodeproject.org/files/ENCFF492OPF/@@download/ENCFF492OPF.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/97a23db6-298e-4ac7-bfb3-8cc18686efec/ENCFF492OPF.bed.gz				
ENCFF169SMQ	bed narrowPeak	peaks	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF259KQL, ENCFF450VBG, ENCFF606WSU, ENCFF683KLO, ENCFF764ZUP	119335	Gene Yeo, UCSD	deff0d5a65ecf935990bd93a527624f6		https://www.encodeproject.org/files/ENCFF169SMQ/@@download/ENCFF169SMQ.bed.gz	hg19				released	s3://encode-public/2018/06/08/1f62de64-d35e-4922-bd64-7c9dcfc104d8/ENCFF169SMQ.bed.gz				
ENCFF810NKV	bed narrowPeak	peaks	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF132SLV, ENCFF251DMV, ENCFF564VOC, ENCFF604NYA, ENCFF637HZJ	169717	Gene Yeo, UCSD	f1822daab54cf009e164160153aeaeaa		https://www.encodeproject.org/files/ENCFF810NKV/@@download/ENCFF810NKV.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/f356af2c-bfda-4fe2-87b9-df3d21939048/ENCFF810NKV.bed.gz				
ENCFF450VBG	bed narrowPeak	peaks	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF259KQL, ENCFF764ZUP	490809	Gene Yeo, UCSD	7cb2288c9b0980fea5826c1ac16fd065		https://www.encodeproject.org/files/ENCFF450VBG/@@download/ENCFF450VBG.bed.gz	hg19				released	s3://encode-public/2016/11/30/48862d7d-cf7d-4387-9785-ca7135bc43f0/ENCFF450VBG.bed.gz				
ENCFF683KLO	bed narrowPeak	peaks	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF606WSU, ENCFF764ZUP	2662972	Gene Yeo, UCSD	f77f7911efae94889d7a786b3ccd3ee4		https://www.encodeproject.org/files/ENCFF683KLO/@@download/ENCFF683KLO.bed.gz	hg19				released	s3://encode-public/2016/11/30/7568281c-33d2-4c90-a8e6-79a5c572b7c3/ENCFF683KLO.bed.gz				
ENCFF564VOC	bed narrowPeak	peaks	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF132SLV, ENCFF604NYA	1516800	Gene Yeo, UCSD	7eac1b364414849abb28aa6b1461aae9		https://www.encodeproject.org/files/ENCFF564VOC/@@download/ENCFF564VOC.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/3891b82d-9d64-472f-b6c3-aa4a8bdc388a/ENCFF564VOC.bed.gz				
ENCFF637HZJ	bed narrowPeak	peaks	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF132SLV, ENCFF251DMV	2605480	Gene Yeo, UCSD	3f29420f2e078b11f7c93abdd9e568ae		https://www.encodeproject.org/files/ENCFF637HZJ/@@download/ENCFF637HZJ.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/38e937b9-8e19-47ba-9b12-0a93677e8eae/ENCFF637HZJ.bed.gz				
ENCFF955PCQ	bed narrowPeak	peaks	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF012EDL, ENCFF174RLY, ENCFF292CIT, ENCFF335HAD, ENCFF615KJU	4055	Gene Yeo, UCSD	dbe95961ae301761bc1151578a45a2ea		https://www.encodeproject.org/files/ENCFF955PCQ/@@download/ENCFF955PCQ.bed.gz	hg19				released	s3://encode-public/2018/06/08/0fbd609e-6781-4c9a-b79b-44d7e7fcea16/ENCFF955PCQ.bed.gz				
ENCFF392AEV	bed narrowPeak	peaks	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF100JBV, ENCFF494XRE, ENCFF571IRN, ENCFF876SGL, ENCFF902IDT	4831	Gene Yeo, UCSD	dfd5ee16d4e09c4c0da06941d6da5edc		https://www.encodeproject.org/files/ENCFF392AEV/@@download/ENCFF392AEV.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/63492a22-a779-4a1b-8fd3-5fcc67ab5623/ENCFF392AEV.bed.gz				
ENCFF615KJU	bed narrowPeak	peaks	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF012EDL, ENCFF335HAD	3326928	Gene Yeo, UCSD	8fe679fc042c22fbe3210dd164c1a1ee		https://www.encodeproject.org/files/ENCFF615KJU/@@download/ENCFF615KJU.bed.gz	hg19				released	s3://encode-public/2016/11/30/c73c46b6-d77c-499c-a269-91a262bc3a69/ENCFF615KJU.bed.gz				
ENCFF174RLY	bed narrowPeak	peaks	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF292CIT, ENCFF335HAD	1320476	Gene Yeo, UCSD	07c1e1aad45ea3114599d918fd3c8500		https://www.encodeproject.org/files/ENCFF174RLY/@@download/ENCFF174RLY.bed.gz	hg19				released	s3://encode-public/2016/11/30/4b719b00-1c0b-4e39-a201-1a96b1e0a1cd/ENCFF174RLY.bed.gz				
ENCFF100JBV	bed narrowPeak	peaks	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF494XRE, ENCFF571IRN	3371603	Gene Yeo, UCSD	702f85d9eeaea7d749179bdbc700fe14		https://www.encodeproject.org/files/ENCFF100JBV/@@download/ENCFF100JBV.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/530ef12c-4484-4178-9c79-cada2f7f9d27/ENCFF100JBV.bed.gz				
ENCFF902IDT	bed narrowPeak	peaks	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF494XRE, ENCFF876SGL	1328671	Gene Yeo, UCSD	4ff5fc6077095f1c7c753eb9219f2e5e		https://www.encodeproject.org/files/ENCFF902IDT/@@download/ENCFF902IDT.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/c907ba9b-38da-45f4-bba0-baceab86d016/ENCFF902IDT.bed.gz				
ENCFF623DVN	bed narrowPeak	peaks	ENCSR589YHM	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF043RMT, ENCFF370ROE, ENCFF615TJD, ENCFF726GRF, ENCFF952TOI	4424	Gene Yeo, UCSD	1bd8f67b80a127a15f93ba479ff21608		https://www.encodeproject.org/files/ENCFF623DVN/@@download/ENCFF623DVN.bed.gz	hg19				released	s3://encode-public/2018/06/08/c09c3cd0-2b94-4964-80d4-8fdf805dd522/ENCFF623DVN.bed.gz				
ENCFF406MSI	bed narrowPeak	peaks	ENCSR589YHM	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF057MVG, ENCFF114YWP, ENCFF115CKY, ENCFF568BOI, ENCFF854GBT	6439	Gene Yeo, UCSD	e89ecc74974bece1aa402d3618277ae9		https://www.encodeproject.org/files/ENCFF406MSI/@@download/ENCFF406MSI.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/a849181f-4fa8-40cd-b3cf-1d18e5d91459/ENCFF406MSI.bed.gz				
ENCFF726GRF	bed narrowPeak	peaks	ENCSR589YHM	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF043RMT, ENCFF615TJD	1855182	Gene Yeo, UCSD	9aa9214ecfc1e2a5df55a0ead10fb939		https://www.encodeproject.org/files/ENCFF726GRF/@@download/ENCFF726GRF.bed.gz	hg19				released	s3://encode-public/2016/11/30/247d1b17-b287-468c-963d-502e34ab0a4e/ENCFF726GRF.bed.gz				
ENCFF952TOI	bed narrowPeak	peaks	ENCSR589YHM	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF370ROE, ENCFF615TJD	1987749	Gene Yeo, UCSD	f235142488e71e079ff3fabaa1e86ce0		https://www.encodeproject.org/files/ENCFF952TOI/@@download/ENCFF952TOI.bed.gz	hg19				released	s3://encode-public/2016/11/30/f1acd98c-dd67-4d7d-bc6d-33a684b2085f/ENCFF952TOI.bed.gz				
ENCFF114YWP	bed narrowPeak	peaks	ENCSR589YHM	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				2	1						ENCFF057MVG, ENCFF568BOI	2008469	Gene Yeo, UCSD	d0291f5416921ef4976bda38afd91399		https://www.encodeproject.org/files/ENCFF114YWP/@@download/ENCFF114YWP.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/85026b98-4638-4e2c-9aee-5ce31028e99e/ENCFF114YWP.bed.gz				
ENCFF854GBT	bed narrowPeak	peaks	ENCSR589YHM	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HLTF-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF115CKY, ENCFF568BOI	1874724	Gene Yeo, UCSD	5938a54b4b9a8d66ba6de657ba08ee64		https://www.encodeproject.org/files/ENCFF854GBT/@@download/ENCFF854GBT.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/d70986f9-2079-4147-993c-96b42bd5f75f/ENCFF854GBT.bed.gz				
ENCFF924CZR	bed narrowPeak	peaks	ENCSR981WKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF200AWX, ENCFF247DQN, ENCFF262NXW, ENCFF517FVN, ENCFF982TFI	158965	Gene Yeo, UCSD	c304c4ab54fedce3a9c33647f41c173e		https://www.encodeproject.org/files/ENCFF924CZR/@@download/ENCFF924CZR.bed.gz	hg19				released	s3://encode-public/2018/06/08/a6d6a7e1-b810-43c1-93ee-9f51b9987d16/ENCFF924CZR.bed.gz				
ENCFF907HNN	bed narrowPeak	peaks	ENCSR981WKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF594PWG, ENCFF659RKW, ENCFF765BPN, ENCFF791AGL, ENCFF894KLP	162406	Gene Yeo, UCSD	394fb86eadb72485ce6939e0185363a8		https://www.encodeproject.org/files/ENCFF907HNN/@@download/ENCFF907HNN.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/ae53767b-fa9e-477f-9904-fbfefdd4c573/ENCFF907HNN.bed.gz				
ENCFF262NXW	bed narrowPeak	peaks	ENCSR981WKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF247DQN, ENCFF982TFI	1012464	Gene Yeo, UCSD	2da4bf866daf21193d166147004d66dc		https://www.encodeproject.org/files/ENCFF262NXW/@@download/ENCFF262NXW.bed.gz	hg19				released	s3://encode-public/2016/11/30/6e3ca812-e0f7-45f3-93f8-ac7265c91cf0/ENCFF262NXW.bed.gz				
ENCFF200AWX	bed narrowPeak	peaks	ENCSR981WKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF517FVN, ENCFF982TFI	1490141	Gene Yeo, UCSD	48f4d6408ef0950fe54e47965f8b872f		https://www.encodeproject.org/files/ENCFF200AWX/@@download/ENCFF200AWX.bed.gz	hg19				released	s3://encode-public/2016/11/30/b365d5dc-0e73-4edb-bb3d-244ce7a24435/ENCFF200AWX.bed.gz				
ENCFF594PWG	bed narrowPeak	peaks	ENCSR981WKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF765BPN, ENCFF791AGL	1004814	Gene Yeo, UCSD	72adf8690b9f4f44c62100b4a08964f8		https://www.encodeproject.org/files/ENCFF594PWG/@@download/ENCFF594PWG.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/d9d06005-236f-4a82-a2df-f99a9a6d6db9/ENCFF594PWG.bed.gz				
ENCFF894KLP	bed narrowPeak	peaks	ENCSR981WKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PTBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF659RKW, ENCFF791AGL	1476599	Gene Yeo, UCSD	285869acb6a7c1968c013cd1d63ccc32		https://www.encodeproject.org/files/ENCFF894KLP/@@download/ENCFF894KLP.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/f8bae721-2b71-4517-ad43-458fd5e6624e/ENCFF894KLP.bed.gz				
ENCFF259NLI	bed narrowPeak	peaks	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF333KPU, ENCFF453YOD, ENCFF565CEU, ENCFF697CMV, ENCFF887NON	148788	Gene Yeo, UCSD	1abe1f5a7c33d907d719212035258ee9		https://www.encodeproject.org/files/ENCFF259NLI/@@download/ENCFF259NLI.bed.gz	hg19				released	s3://encode-public/2018/06/08/83dfe3ea-8e56-47da-8c49-3a90ddb86455/ENCFF259NLI.bed.gz				
ENCFF037TVC	bed narrowPeak	peaks	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF394DDJ, ENCFF524PYO, ENCFF606RXB, ENCFF669TNM, ENCFF923ZPC	152254	Gene Yeo, UCSD	d6f5010da4b66b75a047ee27844ed966		https://www.encodeproject.org/files/ENCFF037TVC/@@download/ENCFF037TVC.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/4b5c7a67-702b-4c5f-9750-0c2a122f6457/ENCFF037TVC.bed.gz				
